"","ISO","Language.Name","Altitude","Area","Bordering.languages","Bordering.languages.km","Extended","L1.pop","Polysynthetic","Roughness","Small.family","Vehicularity"
"280","apn","Apinayé",148.3602524,3609.236749,1,0.00451447,0,1260,0,4.50253129,0,0
"281","apo","Apalik",576.4456024,4.55679011,0,0,0,1200,0,6.238593578,0,0
"282","app","Apma",235.062912,200.1068948,3,0.046786058,0,7800,0,5.705207348,0,0
"283","apr","Arop-Lokep",1796.082153,520.8765062,0,0,0,3020,0,7.287487507,0,0
"284","aps","Arop-Sissano",512.5372391,38.82865555,2,0.055093486,0,1150,0,4.709376335,0,0
"285","apt","Apatani",2735.610138,2454.072914,0,0,0,28400,0,6.813772917,0,0
"286","apu","Apurinã",176.3286947,3724.833128,1,0.002978403,0,2780,0,4.16329813,0,0
"287","apw","Western Apache",1066.556213,8001.679453,1,0.002466309,1,14000,1,6.111118674,0,0
"288","apx","Aputai",549.9142507,113.8859481,2,0.032433346,0,150,0,6.18377924,0,0
"289","apy","Apalaí",262.7168579,2475.876366,2,0.008336049,0,450,0,4.392792225,0,0
"290","apz","Safeyoka",1725.962646,730.0481264,5,0.031450083,0,2390,0,6.966411273,0,0
"291","aqc","Archi",2497.070679,64.41484443,2,0.054478063,0,970,0,7.106041431,0,0
"292","aqg","Arigidi",349.9607239,294.9155973,5,0.061013954,0,48000,0,4.972217719,0,0
"293","aqm","Atohwaim",582.7323101,348.8276071,3,0.038678654,0,1000,0,3.482729435,0,0
"294","aqn","Northern Alta",910.3200378,25.85458687,1,0.049567078,0,200,0,6.166534662,0,0
"295","aqr","Arhâ",232.1738453,123.3097805,3,0.069524337,0,170,0,5.405962944,0,0
"296","ard","Arabana",139.8970757,35688.40828,3,0.002967455,0,12,0,4.122524261,0,0
"297","are","Western Arrarnta",356.8418274,43528.81487,1,0.001068351,0,1000,0,4.762540579,0,0
"298","arg","Aragonese",1060.124557,5636.633541,5,0.012078683,0,10000,0,5.711997747,0,0
"299","arh","Arhuaco",1799.599609,2673.620447,3,0.01407512,0,8000,0,6.232357502,0,0
"300","ari","Arikara",252.113903,835.1163891,2,0.00762856,1,10,1,4.576221585,0,0
"301","arj","Arapaso",90.4151535,9411.248983,1,0.002421012,0,268,0,3.098932505,0,0
"302","ark","Arikapú",172.0365829,774.8101475,3,0.017192022,0,2,0,3.950148344,0,0
"303","arl","Arabela",61.33057785,983.3343635,2,0.014237445,0,50,0,3.47655654,0,0
"304","arn","Mapudungun",1055.020264,160105.3158,2,0.00098,1,258410,1,6.33368063,1,0
"305","aro","Araona",176.5118408,357.637593,0,0,0,110,0,3.469847083,0,0
"306","arp","Arapaho",1915.356445,5121.095977,2,0.004096826,1,1000,1,6.632300377,0,0
"307","arr","Karo (Brazil)",157.4550934,1634.267858,1,0.003701638,0,210,0,3.991405487,0,0
"308","arv","Arbore",1325.46106,1683.492234,3,0.018262466,0,7210,0,6.516802788,0,0
"309","arw","Lokono",125.8925438,11464.37652,6,0.005085423,0,2450,0,4.037052989,0,0
"310","arx","Aruá (Rondonia State)",220.3445892,357.4610772,1,0.010141712,0,12,0,4.325234175,0,0
"311","asa","Asu (Tanzania)",810.0170898,8368.333566,8,0.013879704,0,500000,0,5.971628189,0,0
"312","asb","Assiniboine",413.2230072,2931.043153,5,0.009072091,1,0,1,5.234216213,0,0
"313","asc","Casuarina Coast Asmat",582.7323101,1109.725409,6,0.027341034,0,9000,0,3.482729435,0,0
"314","asg","Western-Kambari-Cishingini",192.2290497,20035.78639,16,0.010083857,0,100000,0,4.465442181,0,0
"315","ash","Aewa",585.7682257,9623.073536,1,0.002551241,0,0,0,4.042750835,1,0
"316","asi","Buruwai",518.9897461,1357.348503,3,0.016716039,0,1000,0,5.976465225,0,0
"317","asj","Nsari",1108.035416,114.2205856,5,0.103893291,0,7000,0,5.829763412,0,0
"318","ask","Ashkun",3131.360229,932.0847781,4,0.026150709,0,40000,0,7.098942757,0,0
"319","asl","Asilulu",684.2754669,42.97284345,1,0.034018952,0,8760,0,6.42774415,0,0
"320","asm","Assamese",2148.637939,52091.35658,19,0.008459367,0,12800000,0,6.534326077,0,1
"321","asn","Xingú Asuriní",145.0977859,7338.452451,3,0.007150464,0,120,0,4.130585074,0,0
"322","aso","Dano",2487.246094,214.8811632,4,0.06137568,0,30000,0,6.933227539,0,0
"323","asr","Asuri",481.947052,1656.096747,3,0.019523808,0,7000,0,5.178562403,0,0
"324","ass","Ipulo-Olulu",1106.72113,359.455172,8,0.080233826,0,2500,0,5.925098896,0,0
"325","ast","Asturian-Leonese-Cantabrian",583.3797913,18342.97207,4,0.003790348,0,110000,0,6.029411197,0,0
"326","asu","Tocantins Asurini",123.6897354,1946.113344,1,0.004986146,0,300,0,3.718955278,0,0
"327","asv","Asoa",218.5772533,822.3698914,1,0.008063421,0,25500,0,4.092846632,0,0
"328","asx","Muratayak",1796.082153,96.66876363,9,0.202772117,0,810,0,7.287487507,0,0
"329","asy","Yaosakor Asmat",1146.042847,506.9244523,1,0.010684193,0,2000,0,4.748791933,0,0
"330","asz","As",467.0240631,103.8698821,2,0.027819689,0,230,0,5.493963361,0,0
"331","ata","Pele-Ata",549.6293182,582.342746,2,0.021803212,0,2000,0,6.487257719,1,0
"332","atb","Zaiwa",1525.952393,3285.785455,9,0.011772472,0,110000,0,6.605379581,0,0
"333","atd","Ata Manobo",941.1138306,1725.306028,5,0.030292803,0,26700,0,6.432351112,0,0
"334","ate","Mand",2487.246094,3.074321203,3,0.429778638,0,60,0,6.933227539,0,0
"335","atg","Ivbie North-Okpela-Arhe",351.4570923,555.977351,5,0.044347205,0,20000,0,5.167666912,0,0
"336","ati","Attié",175.0929108,7744.326305,6,0.011886811,0,381000,0,4.27458787,0,0
"337","atj","Atikamekw",330.5034485,789.72738,1,0.004308296,1,5920,1,4.658712029,0,0
"338","atk","Ati",445.7074127,653.1965577,3,0.010800428,0,1500,0,5.946660519,0,0
"339","atl","Mt. Iraya Agta",202.9966202,105.2993042,4,0.092688786,0,150,0,5.290183783,0,0
"340","atm","Ata",482.7392883,3728.271746,2,0.003653112,0,2,0,5.948838234,0,0
"341","atn","Ashtiani",1636.104034,5180.559069,3,0.009792286,0,21100,0,6.636294961,0,0
"342","ato","Atong",1106.72113,38.11386578,6,0.220453208,0,4200,0,5.925098896,0,0
"343","atp","Pudtol Atta",777.3690186,15.11742921,1,0.065460441,0,710,0,6.308967113,0,0
"344","atq","Aralle-Tabulahan",1520.108154,454.7585725,4,0.031474455,0,12000,0,6.803731918,0,0
"345","atr","Waimiri-Atroari",107.4480057,30972.42281,1,0.001435622,0,930,0,3.832158566,0,0
"346","ats","Gros Ventre",310.0194778,328.2828283,3,0.031320609,1,10,1,4.963063478,0,0
"347","att","Pamplona Atta",777.3690186,91.74695149,2,0.056103677,0,1000,0,6.308967113,0,0
"348","atu","Reel",192.9604321,1523.319645,3,0.019736554,0,50000,0,3.523537517,0,0
"349","atv","Northern Altai",1467.58194,10499.03273,1,0.001477846,0,57400,0,6.269533873,0,0
"350","atx","Arutani",850.8426361,2900.442348,4,0.013964847,0,42,0,5.844162941,1,0
"351","aty","Aneityum",164.2046356,158.2772385,0,0,0,900,0,3.963992119,0,0
"352","atz","Arta",1322.505371,76.9541718,1,0.030350606,0,11,0,6.531216621,0,0
"353","aua","Asumboa",0,20.00220512,1,0.043824284,0,10,0,4.557117939,0,0
"354","aub","Alugu",802.500473,836.0004929,4,0.033612296,0,3500,0,6.261995912,0,0
"355","auc","Waorani",1108.013191,8872.153219,3,0.007319621,0,1650,0,4.687797546,1,0
"356","aud","Anuta",NA,0.34196787,0,0,0,270,0,NA,0,0
"357","aug","Aguna",338.9494247,991.9974429,5,0.023375548,0,3470,0,4.765662193,0,0
"358","auh","Aushi",418.9635201,13005.68873,4,0.004724453,0,100000,0,4.765871048,0,0
"359","aui","Anuki",1136.979818,159.6840559,4,0.052790452,0,890,0,6.427420934,0,0
"360","auj","Awjilah",132.8119068,3628.658461,1,0.00401483,0,3000,0,3.718007028,0,0
"361","auk","Heyo",798.9605103,290.8089772,4,0.058695125,0,2710,0,5.861983538,0,0
"362","aul","Aulua",194.9789124,72.31567175,4,0.120131989,0,750,0,5.632886171,0,0
"363","aum","Asu (Nigeria)",256.430378,572.4856353,4,0.034169294,0,5000,0,4.70682919,0,0
"364","aun","Molmo One",798.9605103,28.81205235,5,0.252746604,0,500,0,5.861983538,0,0
"365","aup","Makayam",320.3540726,498.2559114,4,0.030622635,0,1300,0,3.526711643,0,0
"366","auq","Anus",580.927002,103.3888354,3,0.059654879,0,320,0,5.985350609,0,0
"367","aur","Aruek",608.9898071,435.7004014,4,0.037546103,0,740,0,5.62084341,0,0
"368","aut","Austral",0,100.1624843,0,0,0,3000,0,NA,0,0
"369","auu","Auye",1554.899414,1028.210506,4,0.027956428,0,350,0,7.059056282,0,0
"370","auw","Awyi",1018.881248,173.9127053,2,0.04217776,0,350,0,6.221927762,0,0
"371","aux","Aurê y Aurá",173.0083351,25122.55045,1,0.001620868,0,0,0,4.355029821,0,0
"372","auy","Awiyaana",1916.283508,343.7381681,7,0.091318953,0,11100,0,6.958115339,0,0
"373","ava","Avar",1483.36377,9729.407997,20,0.007774587,0,761000,0,6.629453659,0,1
"374","avb","Avau",576.4456024,30.5257839,3,0.087612897,0,620,0,6.238593578,0,0
"375","avd","Alviri-Vidari",1035.230743,291.5712894,1,0.015495787,0,0,0,6.361243963,0,0
"376","ave","Avestan",1076.600972,28829.78665,4,0.005324505,0,0,0,6.401604176,0,0
"377","avi","Avikam",179.9412308,382.0450442,2,0.014632176,0,21000,0,4.259774923,0,0
"378","avn","Avatime",371.0193634,107.2510691,4,0.087630825,0,24000,0,4.921035767,0,0
"379","avs","Aushiri",76.77628326,10835.77625,2,0.004857579,0,0,0,3.276979923,0,0
"380","avt","Au",798.9605103,219.4572692,5,0.075097099,0,8000,0,5.861983538,0,0
"381","avu","Avokaya",312.4520416,4631.453114,7,0.013200622,0,65000,0,4.600470781,0,0
"382","avv","Avá-Canoeiro",445.9293416,3432.796043,1,0.002822838,0,14,0,5.137523015,0,0
"383","awa","Awadhi",73.96624756,29669.57201,6,0.004627141,0,3032000,0,2.936330438,0,0
"384","awb","Awa (Papua New Guinea)",1916.283508,289.9220972,5,0.074444367,0,2050,0,6.958115339,0,0
"385","awc","Cicipu",245.196907,668.4319062,4,0.039986442,0,20000,0,4.604712725,0,0
"386","awe","Awetí",154.9240875,546.8935181,1,0.011455235,0,170,0,3.815508366,0,0
"387","awh","Awbono",2090.648254,531.3219459,6,0.056666559,0,100,0,5.728715658,1,0
"388","awi","Aekyom",2511.883057,4738.536706,6,0.018175936,0,8000,0,6.163995743,0,0
"389","awk","Awabakal",593.1567993,7875.887918,4,0.006239196,0,0,0,5.755582333,0,0
"390","awm","Arawum",2141.664124,31.4517669,2,0.077268157,0,60,0,7.110357523,0,0
"391","awn","Awngi",1224.5554,13214.34802,4,0.006661346,0,489000,0,6.174691995,0,0
"392","awo","Awak",525.9998779,68.68952108,3,0.070708587,0,6000,0,5.291288614,0,0
"393","awr","Awera",962.6687012,479.3346167,4,0.034025832,0,70,0,6.417437315,0,0
"394","aws","South Awyu",32.45097351,1988.966467,6,0.017366208,0,9340,0,2.679110289,0,0
"395","awt","Araweté",145.0977859,7338.452451,3,0.007150464,0,280,0,4.130585074,0,0
"396","awu","Central Awyu",949.4413681,4793.611438,9,0.027584637,0,7500,0,3.638893485,0,0
"397","awv","Kia River Awyu",1158.072285,1497.25657,4,0.022446164,0,2300,0,4.179676354,0,0
"398","aww","Auwon",798.9605103,171.0494216,0,0,0,400,0,5.861983538,0,0
"399","awx","Awara",1785.090088,210.6408862,4,0.058921499,0,1900,0,7.233548403,0,0
"400","awy","Edera Awyu",126.9871597,1778.542572,6,0.035347094,0,3870,0,2.978016496,0,0
"401","axg","Mato Grosso Arára",143.9453888,43828.49386,1,0.001205739,0,150,0,4.042685986,1,0
"402","axk","Yaka (Central African Republic)",125.2830887,72248.95737,25,0.008521348,0,30000,0,3.498008966,0,0
"403","axx","Xaragure",264.9994049,1248.860362,2,0.008687779,0,760,0,5.112661839,0,0
"404","aya","Awar",897.2494507,35.55971426,2,0.063941753,0,1090,0,5.110510349,0,0
"405","ayb","Ayizo Gbe",227.7495313,2306.11399,8,0.029620869,0,227000,0,4.765662193,0,0
"406","ayc","Southern Aymara",2683.000488,9295.170175,2,0.004696149,1,219000,0,7.002959609,0,0
"407","ayd","Yintyinka-Ayabadhu",223.4882202,4978.382795,5,0.017690959,0,0,0,4.453605175,0,0
"408","aye","Ayere",320.4766235,155.1294324,5,0.102335637,0,3000,0,5.072287798,0,0
"409","ayg","Ginyanga",376.9318085,588.5828821,6,0.060661511,0,12000,0,4.998162508,0,0
"410","ayi","Leyigha",348.8528137,17.24827052,4,0.242077932,0,10000,0,4.741388559,0,0
"411","ayk","Akuku",351.4570923,153.8678394,5,0.097973881,0,0,0,5.167666912,0,0
"412","ayo","Ayoreo",150.656868,70112.4316,11,0.004599055,0,4300,0,3.511514783,1,0
"413","ayq","Ayi (Papua New Guinea)",798.9605103,142.4548011,2,0.040870819,0,430,0,5.861983538,0,0
"414","ayr","Central Aymara",2120.704834,252678.1168,8,0.002255344,1,2589000,0,6.405930638,0,0
"415","ayt","Bataan Ayta",378.2962646,69.87881092,1,0.022777024,0,1000,0,5.941675186,0,0
"416","ayu","Ayu",684.9346924,0.261949741,0,0,0,800,0,5.532274246,0,0
"417","ayz","Maybrat-Karon",649.7730103,8377.771006,11,0.028248209,0,20000,0,6.012153625,1,0
"418","aza","Azha",880.9301453,1727.853625,4,0.022497122,0,53000,0,6.089141846,0,0
"419","azb","South Azerbaijani",1263.544067,132091.3795,12,0.003151392,0,16660000,0,6.415935516,0,1
"420","azg","San Pedro Amuzgos Amuzgo",2254.434814,58.12837297,3,0.095495969,0,3480,0,6.844264984,0,0
"421","azj","North Azerbaijani",2275.458659,86057.27882,15,0.002828576,0,7094000,0,7.001473268,0,1
"422","azm","Ipalapa Amuzgo",2254.434814,42.63057776,3,0.11332946,0,900,0,6.844264984,0,0
"423","azo","Awing",1106.72113,116.0115609,7,0.118137958,0,19000,0,5.925098896,0,0
"424","azt","Faire Atta",777.3690186,54.55942272,3,0.090921171,0,300,0,6.308967113,0,0
"425","azz","Highland Puebla Nahuatl",1915.412781,516.8597071,2,0.021860299,1,125000,1,6.817436695,0,0
"426","baa","Babatana",187.9834595,1998.587018,2,0.004584467,0,7070,0,5.464271069,0,0
"427","bab","Bainounk-Gujaher",46.4896431,1148.662924,0,0,0,8860,0,3.05285418,0,0
"428","bac","Badui",478.8425789,808.7135861,1,0.004562984,0,20000,0,5.914636493,0,0
"429","bae","Baré",320.4883614,8729.599336,1,0.001775769,1,240,1,4.173181653,0,0
"430","baf","Nubaca",786.6901398,16.78321602,2,0.127447649,0,4500,0,5.513936996,0,0
"431","bag","Tuki",655.837265,1232.795688,9,0.031801886,0,26000,0,4.934914589,0,0
"432","baj","Barakai",40.64036727,58.68151096,0,0,0,4450,0,4.319220463,0,0
"433","bak","Bashkir",297.8229446,104851.9217,3,0.000636,0,1150000,0,4.702937126,0,0
"434","bam","Bambara",91.08901978,137322.4578,17,0.004400669,0,4005500,0,3.879272819,0,0
"435","ban","Balinese",415.7232304,5888.947057,2,0.003381223,0,3330000,0,6.237998486,0,0
"436","bao","Waimaha",80.182827,2621.429616,7,0.025142274,0,539,0,3.581890821,0,0
"437","bap","Bantawa",2185.364502,1623.793191,17,0.041867792,1,147400,1,6.084828138,0,0
"438","bar","Bavarian",1278.025414,52232.99604,3,0.00199695,0,14080000,0,5.985939622,0,0
"439","bas","Basa (Cameroon)",719.0794271,16015.30496,17,0.021054104,0,230000,0,5.58299764,0,0
"440","bau","Bada (Nigeria)",819.1970825,620.8380566,5,0.039159142,0,40000,0,5.055850029,0,0
"441","bav","Vengo",1108.035416,143.4367002,6,0.116795713,0,27000,0,5.829763412,0,0
"442","baw","Bambili-Bambui",1106.72113,111.7715445,4,0.084839154,0,10000,0,5.925098896,0,0
"443","bax","Bamun",1160.120392,7089.912229,11,0.02632163,0,215000,0,5.858618736,0,1
"444","bay","Batuley",70.09098244,19.58978178,0,0,0,3640,0,4.87441659,0,0
"445","bba","Baatonum",199.3405075,33159.03753,17,0.009241389,0,560000,0,4.243845463,0,1
"446","bbb","Barai",1962.103271,1165.969865,5,0.028915555,0,800,0,7.013994217,0,0
"447","bbc","Batak Toba",1110.294052,15797.84398,5,0.005937239,0,2000000,0,6.2847054,0,0
"448","bbd","Bau",2141.664124,42.45575711,5,0.156713306,0,3150,0,7.110357523,0,0
"449","bbe","Bangba",166.701828,2215.551667,5,0.017811478,0,11000,0,3.783479452,0,0
"450","bbf","Baibai",988.9312134,273.878993,4,0.060251139,0,340,0,6.103123665,1,0
"451","bbg","Barama",299.7675076,2314.683129,4,0.014998034,0,6000,0,5.197755933,0,0
"452","bbh","Bugan",1143.029236,227.9005743,1,0.016781858,0,2700,0,6.123599768,0,0
"453","bbi","Barombi",670.6317596,181.932344,3,0.033981414,0,3000,0,5.848070502,0,0
"454","bbj","Ghomálá'",1330.718506,940.8426326,8,0.046838957,0,260000,0,6.410482407,0,0
"455","bbk","Babanki",1106.72113,235.48518,8,0.096134664,0,39000,0,5.925098896,0,0
"456","bbl","Bats",2123.047119,195.3758865,1,0.011955237,0,3420,0,6.955149412,0,0
"457","bbm","Babango",126.6413231,7362.774596,5,0.012858578,0,2550,0,4.185460806,0,0
"458","bbn","Uneapa",429.6069221,32.69478579,0,0,0,10000,0,5.477282286,0,0
"459","bbo","Northern Bobo Madaré",147.6047516,3929.723313,4,0.015278988,0,60000,0,4.13634634,0,0
"460","bbp","West Central Banda",208.8845596,3100.218745,8,0.014826601,0,7500,0,4.489460468,0,0
"461","bbq","Bamali",1108.035416,40.51845837,4,0.137271196,0,10800,0,5.829763412,0,0
"462","bbr","Girawa",2141.664124,331.2190361,9,0.099448737,0,4000,0,7.110357523,0,0
"463","bbs","Bakpinka",370.4517517,137.3445077,5,0.100051165,0,4000,0,4.67139864,0,0
"464","bbt","Mburku",567.3654785,68.68918892,3,0.095216403,0,12000,0,4.772120476,0,0
"465","bbu","Kulung (Nigeria)",888.0291748,486.2872294,8,0.064732984,0,40000,0,5.457853079,0,0
"466","bbv","Karnai",1204.569611,7.882481014,1,0.055275719,0,920,0,6.71830225,0,0
"467","bbw","Baba",1108.035416,87.42682,5,0.12746074,0,24500,0,5.829763412,0,0
"468","bby","Befang",1106.72113,103.1226032,7,0.150081951,0,2980,0,5.925098896,0,0
"469","bca","Central Bai",1273.380981,21732.02143,8,0.007468221,0,800000,0,6.658509731,0,0
"470","bcc","Southern Balochi",1233.756714,197538.6298,8,0.002162454,0,3305000,0,5.925089836,0,0
"471","bcd","North Babar",64.12904263,172.2787923,1,0.016909545,0,1000,0,3.995591462,0,0
"472","bce","Bamenyam",1160.120392,75.811572,4,0.10446077,0,4000,0,5.858618736,0,0
"473","bcf","Bamu",877.3196131,1555.658806,5,0.008840523,0,6310,0,4.848486662,0,0
"474","bcg","Baga Mboteni-Binari",244.5726929,108.6944817,1,0.020758531,0,3000,0,4.37706399,0,0
"475","bch","Bariai",613.0570679,80.75989659,1,0.02151977,0,1380,0,6.149116993,0,0
"476","bci","Baoulé",151.1947479,28877.06506,15,0.007326773,0,2130000,0,4.196863174,0,0
"477","bcj","Bardi",148.1101074,807.5752457,1,0.004891505,0,160,0,4.454882622,0,0
"478","bck","Bunaba",293.1536446,4677.915571,4,0.015766196,0,110,0,4.735755086,1,0
"479","bcl","Coastal-Naga Bikol",202.9966202,7046.509277,14,0.00947217,0,2500000,0,5.290183783,0,1
"480","bcm","Bannoni",432.172699,444.891241,5,0.030436047,0,1000,0,6.399749279,0,0
"481","bcn","Bali (Nigeria)",705.0296631,130.9496189,4,0.078264102,0,2000,0,5.576126575,0,0
"482","bco","Kaluli",1706.546753,598.9625556,5,0.04276364,0,2500,0,5.994637489,0,0
"483","bcp","Bali (Democratic Republic of Congo)",330.3574677,25195.48249,8,0.009517259,0,42000,0,4.593697309,0,0
"484","bcq","Bench",1420.626587,1890.865324,5,0.025584721,0,347000,0,6.424757957,0,0
"485","bcr","Babine",792.1473999,882.8830366,1,0.001931681,1,200,1,6.206877708,0,0
"486","bcs","Kohumono",370.4517517,120.1046851,4,0.080019588,0,30000,0,4.67139864,0,0
"487","bct","Bendi",625.1963043,1216.19375,6,0.035324871,0,32000,0,5.376457453,0,0
"488","bcu","Awad Bing",1796.082153,29.40185575,3,0.098380886,0,1450,0,7.287487507,0,0
"489","bcv","Shoo-Minda-Nye",888.0291748,2569.53734,8,0.034232714,0,10000,0,5.457853079,0,0
"490","bcw","Bana",467.9548645,342.8632425,7,0.086639478,0,23000,0,5.13854599,0,0
"491","bcy","Bacama",525.9998779,2568.222821,15,0.048195178,0,150000,0,5.291288614,0,0
"492","bcz","Bainouk-Gunyaamolo-Gutobor",32.27769279,1393.161564,13,0.044651151,0,30000,0,3.006101012,0,0
"493","bda","Kugere-Kuxinge",32.27769279,733.7582605,10,0.062879649,0,18290,0,3.006101012,0,0
"494","bdb","Basap",250.8184509,8783.699295,9,0.011730279,0,15000,0,5.343202114,0,0
"495","bdc","Emberá-Baudó",1016.669754,5044.692727,3,0.006806785,0,5000,0,6.042904854,0,0
"496","bdd","Bunama",425.5939465,223.9072783,4,0.050239033,0,4000,0,5.18411243,0,0
"497","bde","Bade",91.06328583,3082.213153,4,0.017728324,0,250000,0,3.112929583,0,0
"498","bdg","Bonggi",119.7151794,209.8688663,4,0.028484898,0,0,0,5.714117765,0,0
"499","bdh","Baka (Sudan)",312.4520416,3649.575435,6,0.011839496,0,26300,0,4.600470781,0,0
"500","bdi","Burun",603.1664581,4269.231145,7,0.019783074,0,18000,0,4.982703209,0,0
"501","bdj","Bai",166.7519894,839.4824389,2,0.016753398,0,2500,0,3.827982962,0,0
"502","bdk","Budukh",1879.818298,26.26567559,3,0.112086309,0,200,0,7.04438138,0,0
"503","bdl","Indonesian Bajau",482.6442299,73.30039566,1,0.008344403,0,150000,0,6.317546844,0,0
"504","bdm","Buduma",61.2159996,14409.95083,7,0.008111961,0,54800,0,2.712131262,0,0
"505","bdn","Baldemu",269.8820686,5.24765103,1,0.108797674,0,4,0,3.989992976,0,0
"506","bdo","Morom",126.4101944,665.4663008,4,0.038550336,0,4500,0,3.388356566,0,0
"507","bdp","Bende",767.4561615,11816.53946,3,0.00574113,0,27000,0,5.774347186,0,0
"508","bdq","Bahnar",1084.391449,6556.386036,5,0.011971533,0,158000,0,6.258895874,0,0
"509","bdr","West Coast Bajau",530.0869255,1053.871409,17,0.030654817,0,0,0,6.274558306,0,0
"510","bds","Burunge",674.6574707,1860.010473,4,0.019563542,0,13000,0,5.724571943,0,0
"511","bdt","Bokoto",302.1477661,16372.89989,7,0.009431285,0,130000,0,4.778704802,0,0
"512","bdu","Oroko",670.6317596,5174.899553,11,0.027061069,0,106000,0,5.848070502,0,0
"513","bdv","Bodo Parja",713.8266602,1341.563722,1,0.007397007,0,50000,0,5.769746621,0,0
"514","bdw","Baham",518.9897461,4316.230753,6,0.012649051,0,1100,0,5.976465225,0,0
"515","bdx","Budong-Budong",1543.032959,3.208029653,2,0.280424557,0,70,0,6.963805676,0,0
"516","bdy","Middle Clarence Bandjalang",474.1560059,5141.299766,1,0.002279721,0,100,0,5.584102869,0,0
"517","bea","Beaver",692.1915894,1843.296628,3,0.005706582,1,370,1,5.490710139,0,0
"518","beb","Bebele",432.1681385,2104.942431,5,0.019983086,0,24000,0,4.596806109,0,0
"519","bec","Iceve-Maci",727.786972,367.9372021,6,0.043840184,0,12000,0,5.333243728,0,0
"520","bed","Bedoanas",523.0792236,94.59295453,4,0.086704648,0,180,0,5.794586897,0,0
"521","bee","Byangsi",3449.374512,870.0683178,6,0.024813765,0,3310,0,7.141096115,0,0
"522","bef","Benabena",1916.283508,748.8922377,6,0.047482042,0,45000,0,6.958115339,0,0
"523","beg","Lemeting",455.9609299,934.8305472,4,0.028831805,0,1000,0,5.545972347,0,0
"524","beh","Biali",306.3499756,4616.167426,7,0.017835078,0,104080,0,4.582745075,0,0
"525","bei","Riuk Bekati'",213.9834766,1838.305726,3,0.017549488,0,4000,0,4.625504255,0,0
